,image,class,location
676,1539.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1539.jpg
677,15397.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15397.jpg
678,15398.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15398.jpg
679,154.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/154.jpg
680,15404.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15404.jpg
681,15405.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15405.jpg
682,15409.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15409.jpg
683,1542.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1542.jpg
684,15428.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15428.jpg
685,15429.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15429.jpg
686,15439.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15439.jpg
687,15451.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15451.jpg
688,1546.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1546.jpg
689,15487.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15487.jpg
690,15491.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15491.jpg
691,1550.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1550.jpg
692,15514.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15514.jpg
693,15515.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15515.jpg
694,15518.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15518.jpg
695,15523.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15523.jpg
696,15528.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15528.jpg
697,15538.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15538.jpg
698,15542.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15542.jpg
699,15545.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15545.jpg
700,15573.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15573.jpg
701,15577.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15577.jpg
702,15587.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15587.jpg
703,15596.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15596.jpg
704,1560.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1560.jpg
705,1562.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1562.jpg
706,15624.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15624.jpg
707,15626.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15626.jpg
708,1563.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1563.jpg
709,15641.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15641.jpg
710,15653.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15653.jpg
711,15673.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15673.jpg
712,15674.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15674.jpg
713,15675.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15675.jpg
714,1569.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1569.jpg
715,15690.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15690.jpg
716,15693.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15693.jpg
717,15699.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15699.jpg
718,157.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/157.jpg
719,15701.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15701.jpg
720,15714.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15714.jpg
721,15729.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15729.jpg
722,15730.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15730.jpg
723,15734.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15734.jpg
724,15742.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15742.jpg
725,15743.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15743.jpg
726,15749.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15749.jpg
727,15768.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15768.jpg
728,15784.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15784.jpg
729,15787.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15787.jpg
730,15791.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15791.jpg
731,15792.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15792.jpg
732,15794.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15794.jpg
733,15796.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15796.jpg
734,158.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/158.jpg
735,1580.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1580.jpg
736,15815.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15815.jpg
737,15822.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15822.jpg
738,15824.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15824.jpg
739,15827.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15827.jpg
740,15845.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15845.jpg
741,15861.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15861.jpg
742,15864.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15864.jpg
743,1587.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1587.jpg
744,15871.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15871.jpg
745,15877.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15877.jpg
746,15905.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15905.jpg
747,15906.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15906.jpg
748,15920.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15920.jpg
749,1593.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1593.jpg
750,15938.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15938.jpg
751,15944.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15944.jpg
752,15945.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15945.jpg
753,15955.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15955.jpg
754,15956.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15956.jpg
755,15959.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15959.jpg
756,15962.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15962.jpg
757,15966.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15966.jpg
758,15973.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15973.jpg
759,15985.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15985.jpg
760,15988.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15988.jpg
761,15992.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/15992.jpg
762,16006.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16006.jpg
763,16020.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16020.jpg
764,16057.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16057.jpg
765,16059.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16059.jpg
766,16064.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16064.jpg
767,16078.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16078.jpg
768,16079.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16079.jpg
769,16095.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16095.jpg
770,1610.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1610.jpg
771,16100.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16100.jpg
772,1611.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1611.jpg
773,16115.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16115.jpg
774,16123.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16123.jpg
775,16137.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16137.jpg
776,16141.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16141.jpg
777,16159.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16159.jpg
778,16160.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16160.jpg
779,16166.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16166.jpg
780,16171.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16171.jpg
781,16183.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16183.jpg
782,16199.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16199.jpg
783,16208.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16208.jpg
784,1622.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1622.jpg
785,16221.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16221.jpg
786,1623.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1623.jpg
787,16234.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16234.jpg
788,16243.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16243.jpg
789,16272.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16272.jpg
790,16274.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16274.jpg
791,16279.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16279.jpg
792,16280.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16280.jpg
793,16289.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16289.jpg
794,1629.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1629.jpg
795,1630.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1630.jpg
796,16314.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16314.jpg
797,16315.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16315.jpg
798,16324.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16324.jpg
799,16326.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16326.jpg
800,16339.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16339.jpg
801,16346.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16346.jpg
802,16349.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16349.jpg
803,1636.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1636.jpg
804,16362.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16362.jpg
805,16377.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16377.jpg
806,16395.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16395.jpg
807,16413.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16413.jpg
808,16423.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16423.jpg
809,1643.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1643.jpg
810,16431.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16431.jpg
811,16432.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16432.jpg
812,16452.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16452.jpg
813,16455.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16455.jpg
814,16456.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16456.jpg
815,16457.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16457.jpg
816,16463.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16463.jpg
817,16466.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16466.jpg
818,1647.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1647.jpg
819,16478.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16478.jpg
820,16483.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16483.jpg
821,16488.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16488.jpg
822,16500.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16500.jpg
823,16507.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16507.jpg
824,16538.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16538.jpg
825,16543.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16543.jpg
826,16547.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16547.jpg
827,16550.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16550.jpg
828,16559.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16559.jpg
829,1656.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1656.jpg
830,16562.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16562.jpg
831,16564.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16564.jpg
832,16567.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16567.jpg
833,16569.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16569.jpg
834,16575.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16575.jpg
835,16577.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16577.jpg
836,16578.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16578.jpg
837,16579.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16579.jpg
838,16593.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16593.jpg
839,16594.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16594.jpg
840,16595.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16595.jpg
841,16607.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16607.jpg
842,16614.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16614.jpg
843,16623.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16623.jpg
844,16624.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16624.jpg
845,16643.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16643.jpg
846,16672.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16672.jpg
847,1668.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1668.jpg
848,16681.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16681.jpg
849,16692.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16692.jpg
850,16730.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16730.jpg
851,16733.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16733.jpg
852,16734.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16734.jpg
853,16750.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16750.jpg
854,16753.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16753.jpg
855,16774.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16774.jpg
856,16786.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16786.jpg
857,16793.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16793.jpg
858,16795.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16795.jpg
859,16800.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16800.jpg
860,16807.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16807.jpg
861,16808.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16808.jpg
862,16813.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16813.jpg
863,1683.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1683.jpg
864,16837.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16837.jpg
865,1684.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1684.jpg
866,1687.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1687.jpg
867,16873.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16873.jpg
868,16888.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16888.jpg
869,16889.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16889.jpg
870,16902.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16902.jpg
871,16911.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16911.jpg
872,16912.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16912.jpg
873,1693.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1693.jpg
874,16931.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16931.jpg
875,16933.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16933.jpg
876,16939.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16939.jpg
877,16948.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16948.jpg
878,16952.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16952.jpg
879,16965.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16965.jpg
880,16979.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16979.jpg
881,16985.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16985.jpg
882,16988.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/16988.jpg
883,17000.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/17000.jpg
884,17032.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/17032.jpg
885,17033.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/17033.jpg
886,17055.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/17055.jpg
887,17058.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/17058.jpg
888,17064.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/17064.jpg
889,17065.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/17065.jpg
890,17073.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/17073.jpg
891,17075.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/17075.jpg
892,17085.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/17085.jpg
893,17094.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/17094.jpg
894,17154.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/17154.jpg
895,17156.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/17156.jpg
896,1716.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/1716.jpg
897,17161.jpg,0,C:/Users/nqh/Desktop/im_clas/venv/torch-image-classification/seg_train/seg_train/buildings/17161.jpg
